period_days,duration_hrs,depth_ppm,radius_rearth,impact,teff,logg,st_rad,mission,label
0.868723418,1.4617,197.1,1.87,0.947,5761.0,4.331,1.046,KEPLER,FALSE POSITIVE
25.30893566,5.7704,153.7,1.77,0.799,5949.0,4.272,1.292,KEPLER,CONFIRMED
27.25471993,0.73,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
34.10787519,4.1,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
16.61474421,2.77,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
1.412526202,5.49,150.3,36.77,1.166,8468.0,4.114,1.91,KEPLER,FALSE POSITIVE
2.759573341,6.999,382.0,6.42,1.04,5640.0,4.52,0.863,KEPLER,FALSE POSITIVE
3.79188234,2.15,417.0,1.95,0.615,6171.0,4.495,0.91,KEPLER,FALSE POSITIVE
14.38724729,1.9078,1914.1,29.24,1.262,5830.0,4.479,0.859,KEPLER,FALSE POSITIVE
58.4302648,7.18,1849.5,3.45,0.948,4338.0,4.643,0.609,KEPLER,FALSE POSITIVE
0.566717263,2.6079,18.5,0.43,0.606,5544.0,4.438,0.957,KEPLER,FALSE POSITIVE
13.37935853,8.809,353.5,6.65,0.974,6739.0,3.712,2.702,KEPLER,FALSE POSITIVE
13.26255423,4.65,916.4,3.55,0.943,5973.0,4.506,0.935,KEPLER,FALSE POSITIVE
20.5696575,4.263,401.5,28.96,1.298,6098.0,4.562,0.838,KEPLER,FALSE POSITIVE
4.52342256,2.531,219.0,1.7,0.757,6211.0,4.437,1.058,KEPLER,FALSE POSITIVE
22.32423657,3.669,1299.3,4.56,0.965,5648.0,4.489,0.912,KEPLER,FALSE POSITIVE
0.723947772,2.125,242.7,52.16,1.148,5160.0,3.424,2.897,KEPLER,FALSE POSITIVE
308.544422,18.503,586.8,3.28,0.022,6325.0,4.274,1.349,KEPLER,CONFIRMED
0.905679492,2.1164,2299.0,35.74,1.272,5780.0,4.438,1.0,KEPLER,FALSE POSITIVE
22.735911,42.435,2311.0,5.07,0.665,5780.0,4.438,1.0,KEPLER,FALSE POSITIVE
0.909310626,3.4411,12127.0,48.79,1.264,6370.0,4.41,1.106,KEPLER,FALSE POSITIVE
0.648774274,2.643,231.0,1.08,0.078,5026.0,4.557,0.729,KEPLER,FALSE POSITIVE
32.63286247,3.08,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
173.92851338,2.64,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,CANDIDATE
25.64384513,5.05,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
25.58546721,2.28,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
17.47702,54.52,138.3,0.93,0.0012,6116.0,4.579,0.782,KEPLER,FALSE POSITIVE
16.88954693,3.41,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
26.77891391,3.12,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
13.33386985,6.51,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
94.10628163,17.21,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
14.71266408,4.21,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
0.696125302,2.0054,14966.0,28.44,1.219,5245.0,4.594,0.674,KEPLER,FALSE POSITIVE
302.38867822,3.1229,41320.0,40.73,1.134,5328.0,4.499,0.857,KEPLER,FALSE POSITIVE
305.0762469,6.255,4042.8,7.82,0.695,5716.0,4.348,1.155,KEPLER,CANDIDATE
5.24372504,17.136,234.4,20.41,1.201,5772.0,4.452,0.867,KEPLER,FALSE POSITIVE
18.795269797,9.9816,28241.0,30.77,0.201,5623.0,3.925,1.841,KEPLER,FALSE POSITIVE
42.2625935,4.465,692.2,12.62,0.962,5432.0,3.55,3.581,KEPLER,FALSE POSITIVE
3.549386251,2.4342,50664.0,24.15,0.818,5759.0,4.495,0.892,KEPLER,FALSE POSITIVE
29.92208104,2.7716,345.3,3.09,0.38,6127.0,4.055,1.637,KEPLER,CONFIRMED
0.566812588,3.596,17.1,0.71,0.079,6194.0,3.971,1.718,KEPLER,FALSE POSITIVE
9.94221873,2.453,486.5,19.64,1.171,5213.0,4.434,0.917,KEPLER,FALSE POSITIVE
9.06557317,1.6208,243.4,1.46,0.432,6075.0,4.51,0.916,KEPLER,FALSE POSITIVE
4.9432827,40.01,27.1,1.21,0.5719,6701.0,3.907,2.236,KEPLER,FALSE POSITIVE
7.35390869,2.061,92.9,2.29,0.375,6385.0,3.868,2.327,KEPLER,FALSE POSITIVE
15.7455586,13.877,161.1,1.41,0.889,6089.0,4.495,0.95,KEPLER,FALSE POSITIVE
0.566796615,1.999,47.8,0.59,0.243,5858.0,4.553,0.849,KEPLER,FALSE POSITIVE
8.48651582,5.267,110.8,1.34,0.009,6178.0,4.269,1.267,KEPLER,CONFIRMED
2.189092892,5.1128,1871.5,33.45,1.27,6106.0,4.487,0.966,KEPLER,FALSE POSITIVE
2.40435335,4.07,70.6,3.05,0.746,6103.0,3.568,3.358,KEPLER,FALSE POSITIVE
220.9290121,7.335,2456.5,5.24,0.826,5893.0,4.483,0.941,KEPLER,FALSE POSITIVE
3.1877519,14.836,452.3,19.66,1.178,5532.0,4.489,0.896,KEPLER,FALSE POSITIVE
3.76565247,1.557,92.4,0.87,0.535,5815.0,4.54,0.877,KEPLER,CANDIDATE
10.72396374,3.8439,13518.0,39.84,1.25,5582.0,4.445,0.905,KEPLER,FALSE POSITIVE
119.67747,32.274,3254.1,36.8,1.283,6075.0,4.486,0.969,KEPLER,FALSE POSITIVE
185.9526325,3.5964,11107.0,50.98,1.264,5813.0,4.33,1.164,KEPLER,FALSE POSITIVE
103.62650922,6.89,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
41.077590334,6.20583,134480.0,23.2,0.502,4451.0,4.654,0.62,KEPLER,FALSE POSITIVE
2.99540439,6.172,223.2,65.37,1.179,6106.0,3.633,3.09,KEPLER,FALSE POSITIVE
10.5994606,9.484,128.8,1.28,0.671,6194.0,4.445,1.069,KEPLER,CANDIDATE
63.934965,12.71,1119.5,44.59,1.217,5209.0,3.999,1.595,KEPLER,FALSE POSITIVE
38.4769457,5.825,259.4,4.79,0.981,6079.0,3.834,2.163,KEPLER,FALSE POSITIVE
37.3228722,7.2146,307.5,35.34,0.608,4907.0,2.41,19.53,KEPLER,CONFIRMED
1.664980224,1.7455,230.8,3.68,0.987,5792.0,4.058,1.567,KEPLER,FALSE POSITIVE
16.6094904,3.189,272.9,1.82,0.631,6047.0,4.395,1.05,KEPLER,FALSE POSITIVE
0.566789505,5.835,54.6,3.37,1.03,5894.0,4.585,0.784,KEPLER,FALSE POSITIVE
2.62982665,6.213,126.4,17.88,1.077,6712.0,4.053,1.846,KEPLER,FALSE POSITIVE
2.69787749,1.915,116.8,1.5,0.53,5609.0,4.114,1.348,KEPLER,FALSE POSITIVE
5.23340265,3.242,242.1,1.15,0.366,5266.0,4.611,0.741,KEPLER,FALSE POSITIVE
3.51289168,3.313,131.0,1.12,0.373,5523.0,4.395,0.981,KEPLER,FALSE POSITIVE
14.092583189,4.1536,530.4,1.82,0.586,5081.0,4.596,0.77,KEPLER,CONFIRMED
9.087508013,2.7597,140.6,1.37,0.511,6078.0,4.297,1.119,KEPLER,FALSE POSITIVE
0.65244373,1.471,610.7,2.17,0.133,5638.0,4.488,0.883,KEPLER,FALSE POSITIVE
1.332564704,5.9775,1049.5,30.04,1.249,6046.0,4.486,0.972,KEPLER,FALSE POSITIVE
2.636899795,0.9105,426.2,49.84,1.519,5524.0,4.54,0.847,KEPLER,FALSE POSITIVE
0.660629055,5.894,231.6,17.38,1.173,6024.0,4.55,0.849,KEPLER,FALSE POSITIVE
0.885123683,3.3865,113.3,1.14,0.708,5979.0,4.44,0.998,KEPLER,FALSE POSITIVE
471.65421,3.456,479.7,4.11,0.85,6061.0,4.025,1.653,KEPLER,FALSE POSITIVE
1.221204888,1.8511,111.6,1.1,0.6,5874.0,4.378,0.997,KEPLER,FALSE POSITIVE
135.90795753,1.83,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
0.959853772,1.9163,55.8,1.3,0.646,6061.0,4.025,1.653,KEPLER,FALSE POSITIVE
0.592243731,1.386,3992.4,6.77,0.986,4920.0,4.664,0.591,KEPLER,CANDIDATE
46.882525,1.93,343.5,1.91,0.7285,6045.0,4.494,0.955,KEPLER,FALSE POSITIVE
20.7191626,3.912,184.4,1.85,0.016,5837.0,4.143,1.366,KEPLER,FALSE POSITIVE
399.37587,21.25,552.2,3.93,0.556,6098.0,4.069,1.618,KEPLER,CANDIDATE
16.60973843,4.515,667.8,6.64,1.0412,5238.0,4.603,0.752,KEPLER,FALSE POSITIVE
54.323118,25.863,538.0,5.06,0.9727,6988.0,4.155,1.67,KEPLER,FALSE POSITIVE
5.803127153,4.9041,58570.0,19.04,0.006,5533.0,4.577,0.795,KEPLER,FALSE POSITIVE
35.51619219,2.5,10984.0,719.49,8.467,5514.0,4.505,0.871,KEPLER,FALSE POSITIVE
0.589049151,2.25397,61953.0,39.51,1.094,5592.0,4.51,0.771,KEPLER,FALSE POSITIVE
80.2321467,4.656,888.7,3.24,0.911,5436.0,4.505,0.888,KEPLER,CONFIRMED
41.88970036,1.35,1304.4,32.16,1.285,5952.0,4.519,0.907,KEPLER,CANDIDATE
1.791406261,2.8159,345.5,4.51,1.008,6092.0,4.453,1.028,KEPLER,FALSE POSITIVE
1.25483232,2.67,117.6,2.89,0.547,6168.0,3.75,2.572,KEPLER,FALSE POSITIVE
5.71483873,2.748,286.2,1.26,0.134,5193.0,4.535,0.755,KEPLER,FALSE POSITIVE
17.5859472,3.815,509.5,2.24,0.042,5780.0,4.438,1.0,KEPLER,FALSE POSITIVE
1.332567005,6.3373,401.3,27.36,1.185,6388.0,4.284,1.223,KEPLER,FALSE POSITIVE
10.32736351,1.889,126.9,1.25,0.754,5757.0,4.431,1.017,KEPLER,CONFIRMED
2.54557259,5.636,529.0,1.97,0.038,5718.0,4.549,0.863,KEPLER,FALSE POSITIVE
0.704541784,1.0726,275.2,1.72,0.415,6063.0,4.476,1.012,KEPLER,FALSE POSITIVE
0.697996932,4.3323,9094.6,28.06,1.244,5176.0,4.636,0.695,KEPLER,FALSE POSITIVE
6.63449721,22.982,919.1,85.25,1.246,6487.0,3.696,2.817,KEPLER,FALSE POSITIVE
110.9215892,5.282,498.0,3.71,0.905,5725.0,4.148,1.384,KEPLER,FALSE POSITIVE
3.88673217,20.491,761.7,21.04,1.223,5798.0,4.589,0.767,KEPLER,FALSE POSITIVE
1.544928892,1.43586,5817.3,13.43,0.918,6309.0,4.199,1.412,KEPLER,CONFIRMED
11.76921923,3.219,519.3,3.12,0.964,6215.0,4.44,1.052,KEPLER,FALSE POSITIVE
44.638983058,3.04001,36830.0,50.33,1.173,6197.0,4.449,1.035,KEPLER,FALSE POSITIVE
1.236866732,1.242,187.2,1.75,0.982,5621.0,4.514,0.879,KEPLER,CANDIDATE
174.95980475,5.23,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
1.926888595,1.235,130.0,1.31,0.589,6268.0,4.429,1.1,KEPLER,FALSE POSITIVE
34.1420506,2.945,788.0,1.06,0.105,3526.0,4.866,0.383,KEPLER,CONFIRMED
0.241842544,0.7257,203.3,1.16,0.3064,5834.0,4.577,0.797,KEPLER,FALSE POSITIVE
0.865759153,0.8408,191.6,1.53,0.38,6249.0,4.428,1.076,KEPLER,FALSE POSITIVE
1.332035996,1.391,136.8,0.85,0.137,5376.0,4.616,0.73,KEPLER,CANDIDATE
8.68910764,1.1627,1679.0,0.49,0.049,2703.0,5.274,0.118,KEPLER,CONFIRMED
0.63624396,4.0,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
4.4040248,2.41,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
9.81101738,2.09,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
8.71980135,3.7454,160.4,1.53,0.343,5970.0,4.317,1.2,KEPLER,CONFIRMED
7.00821787,3.812,116.4,1.29,0.156,5970.0,4.317,1.2,KEPLER,CONFIRMED
0.903583394,1.5942,1027.1,33.18,1.242,6455.0,4.41,1.101,KEPLER,FALSE POSITIVE
0.99014722,0.9394,321.1,1.34,0.329,5072.0,4.606,0.747,KEPLER,FALSE POSITIVE
138.61227705,13.79,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
0.77359329,1.7603,80.6,0.82,0.388,5747.0,4.508,0.907,KEPLER,FALSE POSITIVE
0.306937807,0.5925,119.2,0.82,0.005,5088.0,4.58,0.741,KEPLER,FALSE POSITIVE
0.716531851,0.655,78.9,1.11,0.887,5552.0,4.349,1.03,KEPLER,CANDIDATE
0.637487312,1.9626,211.3,1.75,0.81,6173.0,4.39,1.083,KEPLER,FALSE POSITIVE
5.71489488,2.0705,292.5,1.41,0.0125,5552.0,4.555,0.833,KEPLER,FALSE POSITIVE
7.76967007,4.74,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
76.642481,5.476,64.5,1.36,0.1653,5537.0,3.949,1.714,KEPLER,FALSE POSITIVE
5.47715718,1.3849,568.4,2.17,0.244,5029.0,4.429,0.93,KEPLER,CANDIDATE
73.45736853,5.28,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
9.49361221,6.52,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
4.4296786,1.96,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
5.9703813,0.669,210.3,1.69,0.8826,5825.0,4.504,0.965,KEPLER,FALSE POSITIVE
7.57299816,2.645,30.2,0.53,0.411,5495.0,4.442,0.961,KEPLER,CANDIDATE
3.95383243,2.37,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
32.376183,4.4639,745.4,2.26,0.896,4580.0,4.641,0.675,KEPLER,CONFIRMED
284.063137,8.297,1628.1,6.36,0.888,5791.0,4.185,1.336,KEPLER,CONFIRMED
129.68366098,7.86,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
4.30908594,1.52,160.8,1.62,0.871,5754.0,4.348,1.097,KEPLER,FALSE POSITIVE
57.104588,11.5,144.3,0.98,0.087,5637.0,4.564,0.821,KEPLER,FALSE POSITIVE
0.422015793,1.23416,1291.9,6.69,1.017,5614.0,4.587,0.777,KEPLER,FALSE POSITIVE
0.945825494,1.8496,104.7,1.14,0.522,6116.0,4.44,1.084,KEPLER,FALSE POSITIVE
0.676715927,0.63,264.5,1.29,0.652,5334.0,4.56,0.733,KEPLER,FALSE POSITIVE
4.64490141,2.456,106.4,0.76,0.058,4786.0,4.54,0.77,KEPLER,CANDIDATE
0.576441813,2.027,60.8,0.82,0.061,6459.0,4.425,1.038,KEPLER,FALSE POSITIVE
0.423854275,1.0198,235.3,0.58,0.449,3553.0,4.887,0.368,KEPLER,FALSE POSITIVE
2.43731228,1.89,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
0.692693892,1.2804,1433.7,32.44,1.265,5907.0,4.49,0.964,KEPLER,FALSE POSITIVE
0.768934934,1.216,846.8,4.09,0.989,5390.0,4.535,0.777,KEPLER,FALSE POSITIVE
0.998212785,2.489,118.8,1.1,0.436,6072.0,4.47,0.988,KEPLER,FALSE POSITIVE
0.764863517,1.16,150.2,1.04,0.235,5231.0,4.476,0.86,KEPLER,CONFIRMED
0.710894157,1.0183,122.6,1.16,0.134,5862.0,4.424,1.049,KEPLER,FALSE POSITIVE
0.537839241,2.169,23.5,1.49,0.2589,6456.0,3.659,3.03,KEPLER,FALSE POSITIVE
0.373684977,0.9621,456.8,2.25,0.86,5970.0,4.521,0.908,KEPLER,FALSE POSITIVE
1.10118564,5.2,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
0.544962596,1.085,247.9,1.03,0.459,5257.0,4.675,0.639,KEPLER,FALSE POSITIVE
0.769127296,0.998,114.6,0.9,0.067,6024.0,4.561,0.831,KEPLER,FALSE POSITIVE
225.56791218,6.31,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
4.09578199,1.704,405.5,1.64,0.752,4791.0,4.577,0.742,KEPLER,CONFIRMED
91.9401253,9.195,482.9,2.62,0.025,5970.0,4.317,1.2,KEPLER,CONFIRMED
92.57337995,8.45,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
185.0097245,17.96,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
4.5770016,0.949,710.0,1.33,0.327,3805.0,4.767,0.497,KEPLER,CONFIRMED
14.4540329,7.183,79.7,0.72,0.522,5559.0,4.496,0.79,KEPLER,CONFIRMED
0.812587678,1.1144,62.9,1.54,0.515,6143.0,4.009,1.877,KEPLER,FALSE POSITIVE
9.3210841,1.81,294.2,0.61,0.0815,3773.0,4.925,0.35,KEPLER,CANDIDATE
19.3073774,3.437,31.7,1.21,0.0275,6131.0,3.776,2.142,KEPLER,FALSE POSITIVE
1.000840564,1.3292,2714.4,80.25,1.165,6287.0,3.558,3.177,KEPLER,FALSE POSITIVE
13.6164547,5.175,376.1,22.29,1.19,5823.0,4.472,0.972,KEPLER,CONFIRMED
1.766789509,1.3345,1009.8,1.4,0.066,3698.0,4.81,0.444,KEPLER,CONFIRMED
7.55842923,2.91,361.1,1.46,0.619,4791.0,4.577,0.742,KEPLER,CANDIDATE
35.8656484,8.035,250.9,2.44,0.963,6078.0,4.29,1.189,KEPLER,CONFIRMED
0.638162933,1.2313,109.7,0.91,0.092,5244.0,4.449,0.888,KEPLER,CONFIRMED
1.72929014,3.609,84.5,0.86,0.089,5910.0,4.505,0.94,KEPLER,FALSE POSITIVE
40.301684,1.398,374.8,2.38,0.5721,6429.0,4.372,1.177,KEPLER,FALSE POSITIVE
43.681309,12.37,258.0,1.33,0.257,5726.0,4.564,0.829,KEPLER,CANDIDATE
26.524553,2.359,174.5,2.19,0.218,4995.0,3.954,1.703,KEPLER,FALSE POSITIVE
26.1537851,1.802,228.6,1.47,0.2437,6091.0,4.487,0.967,KEPLER,FALSE POSITIVE
0.944598153,4.018,200.9,37.61,1.012,4877.0,2.839,9.214,KEPLER,FALSE POSITIVE
354.63284,2.227,280.9,0.9,0.3134,4206.0,4.703,0.535,KEPLER,FALSE POSITIVE
35.40103336,1.75,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
230.180357,13.436,3689.3,7.57,0.102,6313.0,4.364,1.246,KEPLER,CANDIDATE
5.2433865,12.472,65.4,0.75,0.489,6011.0,4.522,0.902,KEPLER,FALSE POSITIVE
5.2435703,15.864,228.5,12.68,1.145,5558.0,4.621,0.722,KEPLER,FALSE POSITIVE
55.7583803,2.497,132.7,1.59,0.01,5413.0,4.107,1.403,KEPLER,CANDIDATE
3.781123,8.15,90.4,1.16,0.004,6318.0,4.247,1.216,KEPLER,CANDIDATE
220.720142,8.186,862.5,2.0,0.113,5150.0,4.634,0.696,KEPLER,CANDIDATE
634.84739,16.186,542.6,20.5,0.565,5048.0,2.978,8.611,KEPLER,FALSE POSITIVE
281.5921577,5.673,9312.0,7.22,0.641,5330.0,4.627,0.713,KEPLER,CANDIDATE
103.722152,6.061,296.9,1.95,0.017,5784.0,4.33,1.143,KEPLER,CANDIDATE
29.9756697,2.987,258.0,1.84,0.8708,5893.0,4.462,0.986,KEPLER,FALSE POSITIVE
387.56519,13.28,1083.0,4.02,0.916,6289.0,4.454,1.02,KEPLER,FALSE POSITIVE
31.5073649,7.362,330.5,0.74,0.774,3554.0,4.888,0.37,KEPLER,FALSE POSITIVE
18.1118457,6.309,328.7,31.25,1.235,6434.0,4.394,1.138,KEPLER,FALSE POSITIVE
32.5474295,6.945,157.1,1.42,0.709,6068.0,4.384,1.061,KEPLER,CANDIDATE
33.4969115,4.833,163.5,2.97,0.961,4928.0,3.966,1.688,KEPLER,CONFIRMED
411.8969,6.203,502.8,2.61,0.4026,6362.0,4.408,1.144,KEPLER,CANDIDATE
34.33339948,2.45,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
1.389947459,1.193,1213.8,3.39,0.437,5999.0,4.461,0.95,KEPLER,FALSE POSITIVE
127.671711,2.637,450.1,5.52,0.2999,4985.0,3.534,2.633,KEPLER,CANDIDATE
282.5363563,10.3088,29233.0,70.53,1.227,6401.0,4.175,1.41,KEPLER,FALSE POSITIVE
115.23145073,2.01,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,CANDIDATE
289.490952,3.91,773.0,2.87,0.1458,5978.0,4.408,1.032,KEPLER,FALSE POSITIVE
349.58811,5.052,373.3,134.79,0.1899,3860.0,0.949,74.32,KEPLER,CANDIDATE
1.680254289,12.585,51633.0,30.88,0.7314,6423.0,4.121,1.246,KEPLER,CANDIDATE
0.782068488,1.239,115.7,21.02,0.279,4475.0,2.113,20.237,KEPLER,FALSE POSITIVE
151.13008,3.49,358.0,4.41,0.0529,6768.0,3.844,2.302,KEPLER,CANDIDATE
440.65087204,4.07,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
258.63797782,7.11,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,CANDIDATE
289.76961138,3.19,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
628.15844,12.144,502.3,0.95,0.2733,3697.0,4.829,0.423,KEPLER,CANDIDATE
273.223848,3.787,469.9,8.0,0.0763,5079.0,3.439,3.792,KEPLER,FALSE POSITIVE
0.650701055,0.89164,371060.0,281.62,0.4,10921.0,3.811,3.701,KEPLER,FALSE POSITIVE
263.90141,4.303,807.1,23.91,0.9585,5094.0,3.126,6.247,KEPLER,CANDIDATE
59.742966,6.78,284.9,16.91,0.9694,5059.0,2.871,7.322,KEPLER,FALSE POSITIVE
18.7821603,5.573,77.2,0.83,0.1986,5919.0,4.488,0.94,KEPLER,CANDIDATE
389.316341,5.49,2599.8,27.61,1.202,5731.0,4.44,0.958,KEPLER,CANDIDATE
405.32064,7.77,561.7,1.34,0.2964,4694.0,4.68,0.574,KEPLER,FALSE POSITIVE
342.830882,3.826,450.7,10.76,0.0886,4994.0,2.92,5.205,KEPLER,FALSE POSITIVE
3.98916186,1.913,318.0,28.1,0.08,4998.0,2.524,16.187,KEPLER,CANDIDATE
42.8774169,1.991,1068.8,2.67,0.02,5256.0,4.483,0.832,KEPLER,CONFIRMED
190.800788,8.082,287.6,1.67,0.066,5993.0,4.489,0.986,KEPLER,CANDIDATE
2.97601892,5.5,306.1,164.46,1.176,5140.0,2.955,7.746,KEPLER,FALSE POSITIVE
2.882424694,25.91,67298.0,399.44,1.051,4705.0,2.667,8.058,KEPLER,FALSE POSITIVE
220.142913,19.528,1796.4,5.94,0.023,6340.0,4.163,1.393,KEPLER,CONFIRMED
473.95103,11.778,330.6,3.32,0.1671,6513.0,4.02,1.81,KEPLER,FALSE POSITIVE
0.534109403,0.9513,78.3,2.28,0.476,10747.0,4.1,2.432,KEPLER,FALSE POSITIVE
168.77118,2.263,2045.0,2825.04,36.9452,4936.0,4.597,0.719,KEPLER,FALSE POSITIVE
29.6094263,2.71,224.9,2.87,0.719,6079.0,4.059,1.783,KEPLER,CANDIDATE
22.9138322,4.855,340.3,30.24,1.189,6154.0,4.201,1.334,KEPLER,FALSE POSITIVE
538.36855,19.26,545.5,2.37,0.0671,6148.0,4.461,1.015,KEPLER,FALSE POSITIVE
65.5327181,2.256,373.4,1.79,0.3023,5755.0,4.48,0.923,KEPLER,FALSE POSITIVE
161.537665,2.65,101.8,1.37,0.2175,6033.0,4.218,1.358,KEPLER,CANDIDATE
1.018360336,7.622,393970.0,107.0,0.553,6160.0,4.144,1.463,KEPLER,FALSE POSITIVE
209.967521,2.585,120.0,1.16,0.2723,6437.0,4.439,1.042,KEPLER,CANDIDATE
369.73011,14.27,274.8,1.66,0.1236,6283.0,4.453,0.999,KEPLER,CANDIDATE
78.04064906,2.15,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
396.349253,2.685,413.1,2.39,0.0384,6495.0,4.379,1.168,KEPLER,FALSE POSITIVE
0.502807253,1.01493,4658.7,26.81,1.2503,5109.0,4.564,0.715,KEPLER,FALSE POSITIVE
21.3684341,1.18,492.8,1.72,0.063,5204.0,4.515,0.786,KEPLER,CANDIDATE
149.526152,3.033,753.0,1.69,0.4364,3978.0,4.642,0.628,KEPLER,FALSE POSITIVE
2.845736321,11.5703,3127.0,402.16,1.294,4878.0,2.745,10.154,KEPLER,FALSE POSITIVE
29.5632952,1.562,532.8,1.9,0.154,5595.0,4.562,0.828,KEPLER,CANDIDATE
181.81214,16.164,474.6,2.04,0.3694,6060.0,4.509,0.925,KEPLER,CANDIDATE
435.50635,34.16,553.8,2.06,0.1452,5750.0,4.538,0.882,KEPLER,CANDIDATE
525.560452,2.327,1196.0,12.74,0.0878,4954.0,3.408,3.796,KEPLER,CANDIDATE
43.60012467,1.48,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
1.710299164,3.92227,157270.0,57.97,0.878,6082.0,4.385,1.006,KEPLER,FALSE POSITIVE
252.04444,5.13,1502.0,2.49,0.1903,4514.0,4.621,0.664,KEPLER,FALSE POSITIVE
1.39508873,2.09,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
95.688682,6.465,453.8,28.41,0.5497,5040.0,2.681,13.056,KEPLER,CANDIDATE
153.521361,3.893,255.2,3.09,0.1485,6233.0,3.951,1.921,KEPLER,FALSE POSITIVE
38.168652,5.086,90.6,1.4,0.0283,6164.0,4.117,1.465,KEPLER,CANDIDATE
3.0031801,2.814,374.7,4.7,0.98,6606.0,4.071,1.768,KEPLER,FALSE POSITIVE
2.96384168,5.4768,35653.0,43.7,1.059,6095.0,4.371,1.158,KEPLER,FALSE POSITIVE
69.089357,6.207,475.1,1.47,0.051,4848.0,4.581,0.698,KEPLER,CANDIDATE
43.142257,61.73,283.2,37.88,1.179,6198.0,4.069,1.769,KEPLER,FALSE POSITIVE
3.290304098,1.7215,13553.0,4.91,0.09,3386.0,4.81,0.427,KEPLER,CONFIRMED
40.9882124,3.599,145.8,1.44,0.2697,6705.0,4.328,1.174,KEPLER,CANDIDATE
326.70552,3.36,794.0,2.83,0.0826,6036.0,4.337,0.998,KEPLER,FALSE POSITIVE
138.333748,2.391,603.6,6.28,0.4579,4948.0,3.588,2.547,KEPLER,CANDIDATE
343.49816,7.46,431.0,1.27,0.3516,4256.0,4.635,0.624,KEPLER,FALSE POSITIVE
11.2582311,16.89,300.4,1.24,0.115,5242.0,4.556,0.722,KEPLER,FALSE POSITIVE
139.54219147,3.42,1239.0781822,3.9626,0.537,5720.0,4.412,1.027,KEPLER,FALSE POSITIVE
155.046089,10.205,2238.0,444.08,1.271,6513.0,2.782,12.613,KEPLER,FALSE POSITIVE
